s,value,areaname,sexname,areacode,statname
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000040/earnings/annual-pay-gross/earnings-statistics/70-0/sex/female/working-pattern/full-time/gbp/value,2.93E+04,West Lothian,Female,S12000040,70
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000040/earnings/annual-pay-gross/earnings-statistics/60-0/sex/female/working-pattern/full-time/gbp/value,2.60E+04,West Lothian,Female,S12000040,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000040/earnings/annual-pay-gross/earnings-statistics/40-0/sex/female/working-pattern/full-time/gbp/value,2.06E+04,West Lothian,Female,S12000040,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000040/earnings/annual-pay-gross/earnings-statistics/30-0/sex/female/working-pattern/full-time/gbp/value,1.93E+04,West Lothian,Female,S12000040,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000040/earnings/annual-pay-gross/earnings-statistics/25-0/sex/female/working-pattern/full-time/gbp/value,1.85E+04,West Lothian,Female,S12000040,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000040/earnings/annual-pay-gross/earnings-statistics/20-0/sex/female/working-pattern/full-time/gbp/value,1.79E+04,West Lothian,Female,S12000040,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000040/earnings/annual-pay-gross/earnings-statistics/percentiles-10-0/sex/female/working-pattern/full-time/gbp/value,1.48E+04,West Lothian,Female,S12000040,Percentiles 10.0
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000040/earnings/annual-pay-gross/earnings-statistics/mean/sex/female/working-pattern/full-time/gbp/value,2.77E+04,West Lothian,Female,S12000040,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000040/earnings/annual-pay-gross/earnings-statistics/median/sex/female/working-pattern/full-time/gbp/value,2.25E+04,West Lothian,Female,S12000040,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000039/earnings/annual-pay-gross/earnings-statistics/70-0/sex/female/working-pattern/full-time/gbp/value,3.00E+04,West Dunbartonshire,Female,S12000039,70
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000039/earnings/annual-pay-gross/earnings-statistics/60-0/sex/female/working-pattern/full-time/gbp/value,2.64E+04,West Dunbartonshire,Female,S12000039,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000039/earnings/annual-pay-gross/earnings-statistics/40-0/sex/female/working-pattern/full-time/gbp/value,2.24E+04,West Dunbartonshire,Female,S12000039,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000039/earnings/annual-pay-gross/earnings-statistics/30-0/sex/female/working-pattern/full-time/gbp/value,2.02E+04,West Dunbartonshire,Female,S12000039,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000039/earnings/annual-pay-gross/earnings-statistics/25-0/sex/female/working-pattern/full-time/gbp/value,1.78E+04,West Dunbartonshire,Female,S12000039,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000039/earnings/annual-pay-gross/earnings-statistics/20-0/sex/female/working-pattern/full-time/gbp/value,1.62E+04,West Dunbartonshire,Female,S12000039,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000039/earnings/annual-pay-gross/earnings-statistics/mean/sex/female/working-pattern/full-time/gbp/value,2.68E+04,West Dunbartonshire,Female,S12000039,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000039/earnings/annual-pay-gross/earnings-statistics/median/sex/female/working-pattern/full-time/gbp/value,2.49E+04,West Dunbartonshire,Female,S12000039,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000030/earnings/annual-pay-gross/earnings-statistics/60-0/sex/female/working-pattern/full-time/gbp/value,2.73E+04,Stirling,Female,S12000030,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000030/earnings/annual-pay-gross/earnings-statistics/40-0/sex/female/working-pattern/full-time/gbp/value,1.92E+04,Stirling,Female,S12000030,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000030/earnings/annual-pay-gross/earnings-statistics/30-0/sex/female/working-pattern/full-time/gbp/value,1.77E+04,Stirling,Female,S12000030,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000030/earnings/annual-pay-gross/earnings-statistics/25-0/sex/female/working-pattern/full-time/gbp/value,1.67E+04,Stirling,Female,S12000030,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000030/earnings/annual-pay-gross/earnings-statistics/20-0/sex/female/working-pattern/full-time/gbp/value,1.60E+04,Stirling,Female,S12000030,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000030/earnings/annual-pay-gross/earnings-statistics/mean/sex/female/working-pattern/full-time/gbp/value,2.86E+04,Stirling,Female,S12000030,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000030/earnings/annual-pay-gross/earnings-statistics/median/sex/female/working-pattern/full-time/gbp/value,2.32E+04,Stirling,Female,S12000030,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000029/earnings/annual-pay-gross/earnings-statistics/80-0/sex/female/working-pattern/full-time/gbp/value,3.55E+04,South Lanarkshire,Female,S12000029,80
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000029/earnings/annual-pay-gross/earnings-statistics/75-0/sex/female/working-pattern/full-time/gbp/value,3.49E+04,South Lanarkshire,Female,S12000029,75
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000029/earnings/annual-pay-gross/earnings-statistics/70-0/sex/female/working-pattern/full-time/gbp/value,3.26E+04,South Lanarkshire,Female,S12000029,70
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000029/earnings/annual-pay-gross/earnings-statistics/60-0/sex/female/working-pattern/full-time/gbp/value,2.76E+04,South Lanarkshire,Female,S12000029,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000029/earnings/annual-pay-gross/earnings-statistics/40-0/sex/female/working-pattern/full-time/gbp/value,2.14E+04,South Lanarkshire,Female,S12000029,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000029/earnings/annual-pay-gross/earnings-statistics/30-0/sex/female/working-pattern/full-time/gbp/value,1.98E+04,South Lanarkshire,Female,S12000029,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000029/earnings/annual-pay-gross/earnings-statistics/25-0/sex/female/working-pattern/full-time/gbp/value,1.92E+04,South Lanarkshire,Female,S12000029,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000029/earnings/annual-pay-gross/earnings-statistics/20-0/sex/female/working-pattern/full-time/gbp/value,1.76E+04,South Lanarkshire,Female,S12000029,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000029/earnings/annual-pay-gross/earnings-statistics/percentiles-10-0/sex/female/working-pattern/full-time/gbp/value,1.42E+04,South Lanarkshire,Female,S12000029,Percentiles 10.0
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000029/earnings/annual-pay-gross/earnings-statistics/mean/sex/female/working-pattern/full-time/gbp/value,2.81E+04,South Lanarkshire,Female,S12000029,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000029/earnings/annual-pay-gross/earnings-statistics/median/sex/female/working-pattern/full-time/gbp/value,2.37E+04,South Lanarkshire,Female,S12000029,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000028/earnings/annual-pay-gross/earnings-statistics/70-0/sex/female/working-pattern/full-time/gbp/value,3.44E+04,South Ayrshire,Female,S12000028,70
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000028/earnings/annual-pay-gross/earnings-statistics/60-0/sex/female/working-pattern/full-time/gbp/value,2.85E+04,South Ayrshire,Female,S12000028,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000028/earnings/annual-pay-gross/earnings-statistics/40-0/sex/female/working-pattern/full-time/gbp/value,2.06E+04,South Ayrshire,Female,S12000028,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000028/earnings/annual-pay-gross/earnings-statistics/30-0/sex/female/working-pattern/full-time/gbp/value,1.91E+04,South Ayrshire,Female,S12000028,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000028/earnings/annual-pay-gross/earnings-statistics/25-0/sex/female/working-pattern/full-time/gbp/value,1.73E+04,South Ayrshire,Female,S12000028,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000028/earnings/annual-pay-gross/earnings-statistics/20-0/sex/female/working-pattern/full-time/gbp/value,1.62E+04,South Ayrshire,Female,S12000028,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000028/earnings/annual-pay-gross/earnings-statistics/mean/sex/female/working-pattern/full-time/gbp/value,2.95E+04,South Ayrshire,Female,S12000028,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000028/earnings/annual-pay-gross/earnings-statistics/median/sex/female/working-pattern/full-time/gbp/value,2.42E+04,South Ayrshire,Female,S12000028,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000027/earnings/annual-pay-gross/earnings-statistics/mean/sex/female/working-pattern/full-time/gbp/value,2.69E+04,Shetland Islands,Female,S12000027,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000027/earnings/annual-pay-gross/earnings-statistics/median/sex/female/working-pattern/full-time/gbp/value,2.57E+04,Shetland Islands,Female,S12000027,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000026/earnings/annual-pay-gross/earnings-statistics/60-0/sex/female/working-pattern/full-time/gbp/value,2.39E+04,Scottish Borders,Female,S12000026,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000026/earnings/annual-pay-gross/earnings-statistics/40-0/sex/female/working-pattern/full-time/gbp/value,1.89E+04,Scottish Borders,Female,S12000026,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000026/earnings/annual-pay-gross/earnings-statistics/30-0/sex/female/working-pattern/full-time/gbp/value,1.72E+04,Scottish Borders,Female,S12000026,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000026/earnings/annual-pay-gross/earnings-statistics/25-0/sex/female/working-pattern/full-time/gbp/value,1.60E+04,Scottish Borders,Female,S12000026,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000026/earnings/annual-pay-gross/earnings-statistics/20-0/sex/female/working-pattern/full-time/gbp/value,1.50E+04,Scottish Borders,Female,S12000026,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000026/earnings/annual-pay-gross/earnings-statistics/mean/sex/female/working-pattern/full-time/gbp/value,2.61E+04,Scottish Borders,Female,S12000026,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000026/earnings/annual-pay-gross/earnings-statistics/median/sex/female/working-pattern/full-time/gbp/value,2.06E+04,Scottish Borders,Female,S12000026,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000038/earnings/annual-pay-gross/earnings-statistics/75-0/sex/female/working-pattern/full-time/gbp/value,3.45E+04,Renfrewshire,Female,S12000038,75
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000038/earnings/annual-pay-gross/earnings-statistics/70-0/sex/female/working-pattern/full-time/gbp/value,3.15E+04,Renfrewshire,Female,S12000038,70
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000038/earnings/annual-pay-gross/earnings-statistics/60-0/sex/female/working-pattern/full-time/gbp/value,2.74E+04,Renfrewshire,Female,S12000038,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000038/earnings/annual-pay-gross/earnings-statistics/40-0/sex/female/working-pattern/full-time/gbp/value,2.04E+04,Renfrewshire,Female,S12000038,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000038/earnings/annual-pay-gross/earnings-statistics/30-0/sex/female/working-pattern/full-time/gbp/value,1.85E+04,Renfrewshire,Female,S12000038,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000038/earnings/annual-pay-gross/earnings-statistics/25-0/sex/female/working-pattern/full-time/gbp/value,1.77E+04,Renfrewshire,Female,S12000038,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000038/earnings/annual-pay-gross/earnings-statistics/20-0/sex/female/working-pattern/full-time/gbp/value,1.67E+04,Renfrewshire,Female,S12000038,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000038/earnings/annual-pay-gross/earnings-statistics/percentiles-10-0/sex/female/working-pattern/full-time/gbp/value,1.37E+04,Renfrewshire,Female,S12000038,Percentiles 10.0
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000038/earnings/annual-pay-gross/earnings-statistics/mean/sex/female/working-pattern/full-time/gbp/value,2.88E+04,Renfrewshire,Female,S12000038,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000038/earnings/annual-pay-gross/earnings-statistics/median/sex/female/working-pattern/full-time/gbp/value,2.32E+04,Renfrewshire,Female,S12000038,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000024/earnings/annual-pay-gross/earnings-statistics/75-0/sex/female/working-pattern/full-time/gbp/value,3.55E+04,Perth and Kinross,Female,S12000024,75
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000024/earnings/annual-pay-gross/earnings-statistics/70-0/sex/female/working-pattern/full-time/gbp/value,3.48E+04,Perth and Kinross,Female,S12000024,70
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000024/earnings/annual-pay-gross/earnings-statistics/60-0/sex/female/working-pattern/full-time/gbp/value,2.80E+04,Perth and Kinross,Female,S12000024,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000024/earnings/annual-pay-gross/earnings-statistics/40-0/sex/female/working-pattern/full-time/gbp/value,2.12E+04,Perth and Kinross,Female,S12000024,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000024/earnings/annual-pay-gross/earnings-statistics/30-0/sex/female/working-pattern/full-time/gbp/value,1.88E+04,Perth and Kinross,Female,S12000024,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000024/earnings/annual-pay-gross/earnings-statistics/25-0/sex/female/working-pattern/full-time/gbp/value,1.79E+04,Perth and Kinross,Female,S12000024,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000024/earnings/annual-pay-gross/earnings-statistics/20-0/sex/female/working-pattern/full-time/gbp/value,1.67E+04,Perth and Kinross,Female,S12000024,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000024/earnings/annual-pay-gross/earnings-statistics/percentiles-10-0/sex/female/working-pattern/full-time/gbp/value,1.54E+04,Perth and Kinross,Female,S12000024,Percentiles 10.0
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000024/earnings/annual-pay-gross/earnings-statistics/mean/sex/female/working-pattern/full-time/gbp/value,2.76E+04,Perth and Kinross,Female,S12000024,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000024/earnings/annual-pay-gross/earnings-statistics/median/sex/female/working-pattern/full-time/gbp/value,2.38E+04,Perth and Kinross,Female,S12000024,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000023/earnings/annual-pay-gross/earnings-statistics/mean/sex/female/working-pattern/full-time/gbp/value,2.99E+04,Orkney Islands,Female,S12000023,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000044/earnings/annual-pay-gross/earnings-statistics/60-0/sex/female/working-pattern/full-time/gbp/value,2.63E+04,North Lanarkshire,Female,S12000044,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000044/earnings/annual-pay-gross/earnings-statistics/40-0/sex/female/working-pattern/full-time/gbp/value,2.02E+04,North Lanarkshire,Female,S12000044,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000044/earnings/annual-pay-gross/earnings-statistics/30-0/sex/female/working-pattern/full-time/gbp/value,1.78E+04,North Lanarkshire,Female,S12000044,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000044/earnings/annual-pay-gross/earnings-statistics/25-0/sex/female/working-pattern/full-time/gbp/value,1.66E+04,North Lanarkshire,Female,S12000044,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000044/earnings/annual-pay-gross/earnings-statistics/20-0/sex/female/working-pattern/full-time/gbp/value,1.56E+04,North Lanarkshire,Female,S12000044,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000044/earnings/annual-pay-gross/earnings-statistics/percentiles-10-0/sex/female/working-pattern/full-time/gbp/value,1.38E+04,North Lanarkshire,Female,S12000044,Percentiles 10.0
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000044/earnings/annual-pay-gross/earnings-statistics/mean/sex/female/working-pattern/full-time/gbp/value,2.76E+04,North Lanarkshire,Female,S12000044,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000044/earnings/annual-pay-gross/earnings-statistics/median/sex/female/working-pattern/full-time/gbp/value,2.23E+04,North Lanarkshire,Female,S12000044,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000021/earnings/annual-pay-gross/earnings-statistics/70-0/sex/female/working-pattern/full-time/gbp/value,3.11E+04,North Ayrshire,Female,S12000021,70
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000021/earnings/annual-pay-gross/earnings-statistics/60-0/sex/female/working-pattern/full-time/gbp/value,2.76E+04,North Ayrshire,Female,S12000021,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000021/earnings/annual-pay-gross/earnings-statistics/40-0/sex/female/working-pattern/full-time/gbp/value,2.00E+04,North Ayrshire,Female,S12000021,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000021/earnings/annual-pay-gross/earnings-statistics/30-0/sex/female/working-pattern/full-time/gbp/value,1.78E+04,North Ayrshire,Female,S12000021,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000021/earnings/annual-pay-gross/earnings-statistics/25-0/sex/female/working-pattern/full-time/gbp/value,1.67E+04,North Ayrshire,Female,S12000021,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000021/earnings/annual-pay-gross/earnings-statistics/20-0/sex/female/working-pattern/full-time/gbp/value,1.54E+04,North Ayrshire,Female,S12000021,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000021/earnings/annual-pay-gross/earnings-statistics/mean/sex/female/working-pattern/full-time/gbp/value,2.61E+04,North Ayrshire,Female,S12000021,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000021/earnings/annual-pay-gross/earnings-statistics/median/sex/female/working-pattern/full-time/gbp/value,2.48E+04,North Ayrshire,Female,S12000021,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000020/earnings/annual-pay-gross/earnings-statistics/mean/sex/female/working-pattern/full-time/gbp/value,2.61E+04,Moray,Female,S12000020,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000019/earnings/annual-pay-gross/earnings-statistics/60-0/sex/female/working-pattern/full-time/gbp/value,2.77E+04,Midlothian,Female,S12000019,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000019/earnings/annual-pay-gross/earnings-statistics/40-0/sex/female/working-pattern/full-time/gbp/value,2.29E+04,Midlothian,Female,S12000019,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000019/earnings/annual-pay-gross/earnings-statistics/30-0/sex/female/working-pattern/full-time/gbp/value,2.07E+04,Midlothian,Female,S12000019,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000019/earnings/annual-pay-gross/earnings-statistics/25-0/sex/female/working-pattern/full-time/gbp/value,2.01E+04,Midlothian,Female,S12000019,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000019/earnings/annual-pay-gross/earnings-statistics/20-0/sex/female/working-pattern/full-time/gbp/value,1.98E+04,Midlothian,Female,S12000019,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000019/earnings/annual-pay-gross/earnings-statistics/mean/sex/female/working-pattern/full-time/gbp/value,2.76E+04,Midlothian,Female,S12000019,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000019/earnings/annual-pay-gross/earnings-statistics/median/sex/female/working-pattern/full-time/gbp/value,2.57E+04,Midlothian,Female,S12000019,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000018/earnings/annual-pay-gross/earnings-statistics/60-0/sex/female/working-pattern/full-time/gbp/value,3.10E+04,Inverclyde,Female,S12000018,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000018/earnings/annual-pay-gross/earnings-statistics/40-0/sex/female/working-pattern/full-time/gbp/value,2.37E+04,Inverclyde,Female,S12000018,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000018/earnings/annual-pay-gross/earnings-statistics/30-0/sex/female/working-pattern/full-time/gbp/value,2.03E+04,Inverclyde,Female,S12000018,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000018/earnings/annual-pay-gross/earnings-statistics/25-0/sex/female/working-pattern/full-time/gbp/value,1.77E+04,Inverclyde,Female,S12000018,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000018/earnings/annual-pay-gross/earnings-statistics/mean/sex/female/working-pattern/full-time/gbp/value,3.18E+04,Inverclyde,Female,S12000018,Mean
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000018/earnings/annual-pay-gross/earnings-statistics/median/sex/female/working-pattern/full-time/gbp/value,2.61E+04,Inverclyde,Female,S12000018,Median
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000017/earnings/annual-pay-gross/earnings-statistics/75-0/sex/female/working-pattern/full-time/gbp/value,3.33E+04,Highland,Female,S12000017,75
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000017/earnings/annual-pay-gross/earnings-statistics/70-0/sex/female/working-pattern/full-time/gbp/value,3.20E+04,Highland,Female,S12000017,70
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000017/earnings/annual-pay-gross/earnings-statistics/60-0/sex/female/working-pattern/full-time/gbp/value,2.77E+04,Highland,Female,S12000017,60
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000017/earnings/annual-pay-gross/earnings-statistics/40-0/sex/female/working-pattern/full-time/gbp/value,2.26E+04,Highland,Female,S12000017,40
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000017/earnings/annual-pay-gross/earnings-statistics/30-0/sex/female/working-pattern/full-time/gbp/value,2.07E+04,Highland,Female,S12000017,30
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000017/earnings/annual-pay-gross/earnings-statistics/25-0/sex/female/working-pattern/full-time/gbp/value,1.94E+04,Highland,Female,S12000017,25
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000017/earnings/annual-pay-gross/earnings-statistics/20-0/sex/female/working-pattern/full-time/gbp/value,1.85E+04,Highland,Female,S12000017,20
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000017/earnings/annual-pay-gross/earnings-statistics/percentiles-10-0/sex/female/working-pattern/full-time/gbp/value,1.46E+04,Highland,Female,S12000017,Percentiles 10.0
http://statistics.data.gov.uk/data/annual-survey-of-hours-and-earnings-2016-earnings/year/2016/geography/S12000017/earnings/annual-pay-gross/earnings-statistics/mean/sex/female/working-pattern/full-time/gbp/value,2.74E+04,Highland,Female,S12000017,Mean
